"","FacName","CDName","FacAddress","Borough","ZipCode","Lon","Lat","FT_Decode"
"3222","JOHN F. KENNEDY EDUCATION CAMPUS","BRONX COMMUNITY DISTRICT 8","99 Terrace View Ave","MN",10463,-73.9129395,"40.87730877","School Based Hospital Extension Clinic"
"3223","PS 192/PS 325","MANHATTAN COMMUNITY DISTRICT 9","500 W 138 St","MN",10031,-73.95305984,"40.82091466","School Based Health Center Extension Clinic"
"3224","HARLEM VILLAGE ACADEMY ELEMENTARY SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","74 W 124 St","MN",10027,-73.94546253,"40.80666072","School Based Health Center Extension Clinic"
"3225","RENAISSANCE MOBILE DENTAL UNIT","MANHATTAN COMMUNITY DISTRICT 11","1918 1 Ave","MN",10029,-73.94318055,"40.78439163","School Based Health Center Extension Clinic"
"3226","CS 30&31/R HERNANDEZ & L HUGHES","MANHATTAN COMMUNITY DISTRICT 11","144 E 128 St","MN",10035,-73.93546124,"40.80565373","School Based Health Center Extension Clinic"
"3227","PS 197/JOHN RUSSWURM","MANHATTAN COMMUNITY DISTRICT 10","2230 Fifth Ave","MN",10037,-73.9383509,"40.81353267","School Based Health Center Extension Clinic"
"3228","CS 200/JAMES MCCUNE SMITH","MANHATTAN COMMUNITY DISTRICT 10","2589 Seventh Ave","MN",10039,-73.93568196,"40.82395017","School Based Health Center Extension Clinic"
"3229","FREDERICK DOUGLAS ACADEMY","MANHATTAN COMMUNITY DISTRICT 10","2581 Seventh Ave","MN",10039,-73.93568196,"40.82395017","School Based Health Center Extension Clinic"
"3230","PS 194/COUNTEE CULLEN","MANHATTAN COMMUNITY DISTRICT 10","244 W 144 St","MN",10030,-73.94111498,"40.82120561","School Based Health Center Extension Clinic"
"3231","PS 161/PEDRO ALBIZU CAMPOS","MANHATTAN COMMUNITY DISTRICT 9","499 W 133 St","MN",10027,-73.95248043,"40.81771957","School Based Health Center Extension Clinic"
"3232","IS286/172","MANHATTAN COMMUNITY DISTRICT 9","509 W 129 St","MN",10027,-73.95555629,"40.81570891","School Based Health Center Extension Clinic"
"3233","CS 46/TAPPAN","MANHATTAN COMMUNITY DISTRICT 10","2987 Eighth Ave","MN",10039,-73.93629262,"40.83146279","School Based Health Center Extension Clinic"
"3234","PS 57","MANHATTAN COMMUNITY DISTRICT 11","176 E 115 St","MN",10029,-73.94155519,"40.79718127","School Based Health Center Extension Clinic"
"3235","WASHINGTON IRVING HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 6","40 Irving Pl","MN",10003,-73.98708927,"40.73532615","School Based Health Center Extension Clinic"
"3236","THE HIGH SCHOOL OF FASHION INDUSTRIES","MANHATTAN COMMUNITY DISTRICT 4","225 W 24 St","MN",10011,-73.9963586,"40.74567453","School Based Health Center Extension Clinic"
"3237","PS 042 BENJAMIN ALTMAN","MANHATTAN COMMUNITY DISTRICT 3","71 Hester St","MN",10002,-73.99082657,"40.71612693","School Based Health Center Extension Clinic"
"3238","NYU MOBILE DENTAL EQUIP SCH PROG","MANHATTAN COMMUNITY DISTRICT 6","345 E 24 St","MN",10010,-73.97840308,"40.73798452","School Based Health Center Extension Clinic"
"3239","CUHC MOBILE UNIT","MANHATTAN COMMUNITY DISTRICT 12","630 W 168 St","MN",10032,-73.94163623,"40.84069608","School Based Health Center Extension Clinic"
"3240","P. S. 142","MANHATTAN COMMUNITY DISTRICT 3","100 Attorney St","MN",10002,-73.98411647,"40.71812165","School Based Health Center Extension Clinic"
"3241","P. S. 97","MANHATTAN COMMUNITY DISTRICT 3","525 E Houston St","MN",10002,-73.97609349,"40.71827396","School Based Health Center Extension Clinic"
"3242","J. H. S. 22","MANHATTAN COMMUNITY DISTRICT 3","111 Columbia St","MN",10002,-73.97958514,"40.71941371","School Based Health Center Extension Clinic"
"3243","PS 112","MANHATTAN COMMUNITY DISTRICT 11","535 E 119 St","MN",10035,-73.93048561,"40.79686222","School Based Health Center Extension Clinic"
"3244","PS 155-WILLIAM PACCA","MANHATTAN COMMUNITY DISTRICT 11","319 E 117 St","MN",10035,-73.93583035,"40.79745818","School Based Health Center Extension Clinic"
"3245","PS7 - MS STERN","MANHATTAN COMMUNITY DISTRICT 11","160 E 120 St","MN",10035,-73.93937781,"40.80061929","School Based Health Center Extension Clinic"
"3246","P.S. 5","MANHATTAN COMMUNITY DISTRICT 12","3703 10 Ave","MN",10034,-73.92226296,"40.85770183","School Based Health Center Extension Clinic"
"3247","INTERMEDIATE SCHOOL 218","MANHATTAN COMMUNITY DISTRICT 12","4600 Broadway","MN",10040,-73.93004992,"40.86090713","School Based Health Center Extension Clinic"
"3248","P S 8","MANHATTAN COMMUNITY DISTRICT 12","465 W 167 St","MN",10032,-73.93664287,"40.83932933","School Based Health Center Extension Clinic"
"3249","I S 90","MANHATTAN COMMUNITY DISTRICT 12","21 Jumel Pl","MN",10032,-73.93572864,"40.83921629","School Based Health Center Extension Clinic"
"3250","CURTIS HIGH SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 1","105 Hamilton Ave","SI",10301,-74.0822211,"40.64540903","School Based Health Center Extension Clinic"
"3251","WEST SIDE HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","140 W 102 St","MN",10025,-73.96678306,"40.79713366","School Based Health Center Extension Clinic"
"3252","P S 64","MANHATTAN COMMUNITY DISTRICT 3","600 E 6 St","MN",10009,-73.98198664,"40.72349008","School Based Health Center Extension Clinic"
"3253","PS 188","MANHATTAN COMMUNITY DISTRICT 3","442 E Houston St","MN",10002,-73.97736277,"40.71986893","School Based Health Center Extension Clinic"
"3254","M.S. 54 BOOKER T. WASHINGTON","MANHATTAN COMMUNITY DISTRICT 7","103 W 107 St","MN",10025,-73.96326689,"40.80071446","School Based Health Center Extension Clinic"
"3255","PS 11 WT HARRIS/THE CLINTON SCHOOL","MANHATTAN COMMUNITY DISTRICT 4","320 W 21 St","MN",10011,-74.00074703,"40.74418693","School Based Health Center Extension Clinic"
"3256","PS 180 HUGO NEWMAN COLLEGE PREPARATORY SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","370 W 120 St","MN",10027,-73.95586515,"40.80756819","School Based Health Center Extension Clinic"
"3257","VILLAGECARE AIDS ADHCP","MANHATTAN COMMUNITY DISTRICT 4","121 W 20 St","MN",10011,-73.99487203,"40.74156009","Adult Day Health Care Center"
"3258","VILLAGECARE AIDS ADHCP","BROOKLYN COMMUNITY DISTRICT 6","80 Coffey St","BK",11231,-74.01285591,"40.67564949","Adult Day Health Care Center"
"3259","VILLAGECARE ADHCP","MANHATTAN COMMUNITY DISTRICT 2","644 Greenwich St","MN",10014,-74.00816527,"40.73159097","Adult Day Health Care Center"
"3260","ST MARY'S CENTER ADHCP","MANHATTAN COMMUNITY DISTRICT 9","516 W 126 St","MN",10027,-73.95640605,"40.81452626","Adult Day Health Care Center"
"3261","INTERMEDIATE SCHOOL 145","QUEENS COMMUNITY DISTRICT 3","33-34 80 St","QN",11372,-73.88752756,"40.75438915","School Based Hospital Extension Clinic"
"3262","LONG ISLAND CITY HIGH SCHOOL","QUEENS COMMUNITY DISTRICT 1","14-30 Broadway","QN",11106,-73.93396547,"40.76593384","School Based Hospital Extension Clinic"
"3263","PS 155","QUEENS COMMUNITY DISTRICT 10","130-02 115 Ave","QN",11420,-73.8100605,"40.6791632","School Based Hospital Extension Clinic"
"3264","PS 223","QUEENS COMMUNITY DISTRICT 12","125-20 Sutphin Blvd","QN",11434,-73.79036054,"40.67470715","School Based Hospital Extension Clinic"
"3265","CAMPUS MAGNET HIGH SCHOOL","QUEENS COMMUNITY DISTRICT 13","207-01 116 Ave","QN",11411,-73.74633005,"40.69878356","School Based Hospital Extension Clinic"
"3266","FAR ROCKAWAY HS CLINIC","QUEENS COMMUNITY DISTRICT 14","821 Bay 25 St","QN",11691,-73.76395236,"40.60160874","School Based Hospital Extension Clinic"
"3267","BRIAN PICOLO/INTERMEDIATE SCHOOL #53 SCHOOL CLINIC","QUEENS COMMUNITY DISTRICT 14","1045 Nameoke St","QN",11691,-73.74984513,"40.60393943","School Based Hospital Extension Clinic"
"3268","FRANKLIN K LANE","BROOKLYN COMMUNITY DISTRICT 5","999 Jamaica Ave","BK",11208,-73.86930503,"40.69299981","School Based Hospital Extension Clinic"
"3269","PS 86","QUEENS COMMUNITY DISTRICT 8","87-41 Parsons Blvd","QN",11432,-73.80299825,"40.70947286","School Based Hospital Extension Clinic"
"3270","SPRINGFIELD GARDENS EDUCATIONAL CAMPUS","QUEENS COMMUNITY DISTRICT 12","143-10 Springfield Blvd","QN",11413,-73.75774784,"40.66902727","School Based Hospital Extension Clinic"
"3271","SMILE NEW YORK OUTREACH, LLC MOBILE DENTAL CLINIC","QUEENS COMMUNITY DISTRICT 2","37-30 Review Ave, Suite 102","QN",11101,-73.93720267,"40.73252108","School Based Health Center Extension Clinic"
"3272","HILLSIDE MANOR REHABILITATION & EXTENDED CARE ADHCP","QUEENS COMMUNITY DISTRICT 8","188-11 Hillside Ave","QN",11423,-73.77320203,"40.71553885","Adult Day Health Care Center"
"3273","NEW SURFSIDE ADHCP","QUEENS COMMUNITY DISTRICT 4","40-16 76 St","QN",11373,-73.88972804,"40.74642327","Adult Day Health Care Center"
"3274","FAIRVIEW ADULT DAY CARE CENTER","BROOKLYN COMMUNITY DISTRICT 18","1444 E 99 St","BK",11236,-73.88914068,"40.63527319","Adult Day Health Care Center"
"3275","REGO PARK ADHCP","QUEENS COMMUNITY DISTRICT 7","145-18 34 Ave","QN",11354,-73.82208101,"40.76688035","Adult Day Health Care Center"
"3276","REGO PARK ADHCP","QUEENS COMMUNITY DISTRICT 7","42-34 Saull St","QN",11355,-73.83025937,"40.75353125","Adult Day Health Care Center"
"3277","FRANKLIN CENTER FOR REHAB&NURSG ADHCP","QUEENS COMMUNITY DISTRICT 7","45-15 162 St","QN",11358,-73.8043084,"40.75588351","Adult Day Health Care Center"
"3278","NEW DORP HIGH SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 2","465 New Dorp Lane","SI",10306,-74.10580326,"40.57094262","School Based Hospital Extension Clinic"
"3279","SCHOOL BASED INITIATIVE","BRONX COMMUNITY DISTRICT 4","1449 Shakespeare Ave","BX",10452,-73.92082675,"40.84340094","School Based Mental Health Program"
"3280","MIRABEL SISTERS SCHOOL - SBMH","MANHATTAN COMMUNITY DISTRICT 12","4600 Broadway","MN",10040,-73.93004992,"40.86090713","School Based Mental Health Program"
"3281","SALOME URENA MIDDLE ACADE - SBMH","MANHATTAN COMMUNITY DISTRICT 12","21 Jumel Pl","MN",10032,-73.93572864,"40.83921629","School Based Mental Health Program"
"3282","P.S. 8 BRIGGS AVENUE ACADEMY - SBMH","BRONX COMMUNITY DISTRICT 7","3010 Briggs Ave","BX",10458,-73.88327481,"40.87229547","School Based Mental Health Program"
"3283","J. PULITZER INTERMEDIATE SCHOOL - SBMH","QUEENS COMMUNITY DISTRICT 3","33-34 80 St","QN",11372,-73.88752756,"40.75438915","School Based Mental Health Program"
"3284","PS/IS 327","BROOKLYN COMMUNITY DISTRICT 16","111 Bristol St","BK",11212,-73.9117922,"40.66818629","School Based Mental Health Program"
"3285","I.S. 220 J.J. PERSHING INTERMEDIATE SCHOOL - SBMH","BROOKLYN COMMUNITY DISTRICT 12","4812 Ninth Ave","BK",11220,-74.00125394,"40.64099735","School Based Mental Health Program"
"3286","KIDWISE SCHOOL-BASED INIT.","QUEENS COMMUNITY DISTRICT 12","133-25 Guy R. Brewer Blvd","QN",11434,-73.7755895,"40.67499494","School Based Mental Health Program"
"3287","P.S. 9, TEUNIS BERGEN SCHOOL SBMH","BROOKLYN COMMUNITY DISTRICT 8","80 Underhill Ave","BK",11238,-73.96632657,"40.67854925","School Based Mental Health Program"
"3288","PROMISE ZONE, SCHOOL PROGRAM CO-LOCATED WITH CLINIC TEATMENT","BRONX COMMUNITY DISTRICT 1","489-493 E. 153 St","BX",10455,-73.91374635,"40.81841347","School Based Mental Health Program"
"3289","CLARA BARTON HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 9","901 Classon Ave","BK",11225,-73.96096032,"40.66892712","School Based Mental Health Program"
"3290","SCHOOL BASED MENTAL HEALTH - THE PROMISE ZONE INITIATIVE","MANHATTAN COMMUNITY DISTRICT 5","25 W 45 St","MN",10036,-73.9806856,"40.75616339","School Based Mental Health Program"
"3291","ONSITE SCHOOL PROGRAM BASED MENTAL HEALTH","MANHATTAN COMMUNITY DISTRICT 12","3983 Broadway","MN",10032,-73.94163623,"40.84069608","School Based Mental Health Program"
"3292","WOODYCREST - SCHOOL BASED MH","BRONX COMMUNITY DISTRICT 4","730 Grand Concourse Village","BX",10451,-73.92450112,"40.8222499","School Based Mental Health Program"
"3293","SCHOOL VIOLENCE PREVENTION PROGRAM","BROOKLYN COMMUNITY DISTRICT 1","257 N 6 St","BK",11211,-73.95481504,"40.7155585","School Based Mental Health Program"
"3294","SCHOOL VIOLENCE PREVENTION PROGRAM-CONCORD","STATEN ISLAND COMMUNITY DISTRICT 1","109 Rhine Ave","SI",10304,-74.08707646,"40.61061523","School Based Mental Health Program"
"3295","JAMAICA RESIDENCE","QUEENS COMMUNITY DISTRICT 12","175-10 88 Ave","QN",11432,-73.78657448,"40.71098065","Family Homeless Facility - DHS Directly Operated"
"3296","PROSPECT INTERFAITH","BRONX COMMUNITY DISTRICT 2","730 Kelly St","BX",10455,-73.89943494,"40.81657115","Family Homeless Facility - DHS Contracted"
"3297","SHEARSON -WIN","BRONX COMMUNITY DISTRICT 6","2248 Webster Ave","BX",10457,-73.89584832,"40.85526292","Family Homeless Facility - DHS Contracted"
"3298","THORPE RESIDENCE","BRONX COMMUNITY DISTRICT 6","2252 Crotona Ave","BX",10457,-73.88543786,"40.8508478","Family Homeless Facility - DHS Contracted"
"3299","LEE GOODWIN RESIDNCE","BRONX COMMUNITY DISTRICT 6","1950 Prospect Ave","BX",10457,-73.88900233,"40.84408284","Family Homeless Facility - DHS Contracted"
"3300","SIENA HOUSE","BRONX COMMUNITY DISTRICT 4","85 W 168 St","BX",10452,-73.92385722,"40.83871776","Family Homeless Facility - DHS Contracted"
"3301","JACKSON FAMILY RESID","BRONX COMMUNITY DISTRICT 1","691 E 138 St","BX",10454,-73.91340537,"40.80558164","Family Homeless Facility - DHS Contracted"
"3302","HELP - BRONX MORRIS","BRONX COMMUNITY DISTRICT 4","285 E 171 St","BX",10457,-73.90993882,"40.8394488","Family Homeless Facility - DHS Contracted"
"3303","HELP - BRONX CROTONA","BRONX COMMUNITY DISTRICT 6","785 Crotona Park N","BX",10460,-73.89094837,"40.84092279","Family Homeless Facility - DHS Contracted"
"3304","VOA FAMILY RESIDENCE","BRONX COMMUNITY DISTRICT 6","855 E 175 St","BX",10460,-73.88887843,"40.84036364","Family Homeless Facility - DHS Contracted"
"3305","CONCOURSE HSE","BRONX COMMUNITY DISTRICT 7","2751 Grand Concourse","BX",10468,-73.89332929,"40.86845165","Family Homeless Facility - DHS Contracted"
"3306","SAMMON B.U.I.L.D. CT","BRONX COMMUNITY DISTRICT 7","2294 Grand Ave","BX",10468,-73.90495501,"40.85974465","Family Homeless Facility - DHS Contracted"
"3307","SENECA HOUSES","BRONX COMMUNITY DISTRICT 2","1215 Seneca Ave","BX",10474,-73.88814816,"40.8190063","Family Homeless Facility - DHS Contracted"
"3308","SOJOURNER TRUTH HSES","BRONX COMMUNITY DISTRICT 6","2136 Crotona Pkwy","BX",10460,-73.88295835,"40.84666238","Family Homeless Facility - DHS Contracted"
"3309","ICAHN HOUSE","BRONX COMMUNITY DISTRICT 3","1520 Brook Ave","BX",10457,-73.90469235,"40.83869528","Family Homeless Facility - DHS Contracted"
"3310","NELSON FAM RESID","BRONX COMMUNITY DISTRICT 5","1605 Nelson Ave","BX",10453,-73.91984728,"40.84641121","Family Homeless Facility - DHS Contracted"
"3311","FREEMAN FAM RESID","BRONX COMMUNITY DISTRICT 3","999 Freeman St","BX",10459,-73.88775461,"40.8295621","Family Homeless Facility - DHS Contracted"
"3312","THERESA HAVEN","BRONX COMMUNITY DISTRICT 5","1975 Creston Ave","BX",10453,-73.90686535,"40.85088905","Family Homeless Facility - DHS Contracted"
"3313","UNIVERSITY FAM CTR","BRONX COMMUNITY DISTRICT 4","1041 University Ave","BX",10452,-73.93074636,"40.83437722","Family Homeless Facility - DHS Contracted"
"3314","CROTONA INN","BRONX COMMUNITY DISTRICT 3","3674 3 Ave","BX",10456,-73.90329988,"40.8344755","Family Homeless Facility - DHS Contracted"
"3315","WILLIAMSBRIDGE FAMILY INN","BRONX COMMUNITY DISTRICT 12","946 E 211 St","BX",10469,-73.8588002,"40.87535042","Family Homeless Facility - DHS Contracted"
"3316","WILLOW AVENUE FAMILY RESID","BRONX COMMUNITY DISTRICT 1","190 Willow Ave","BX",10454,-73.91192044,"40.80310202","Family Homeless Facility - DHS Contracted"
"3317","TOWN AND COUNTRY","BRONX COMMUNITY DISTRICT 10","2244 Tillotson Ave","BX",10475,-73.82809909,"40.88154197","Family Homeless Facility - DHS Contracted"
"3318","ST PETERS AVENUE ACACIA RESID","BRONX COMMUNITY DISTRICT 10","1564 St Peters Ave","BX",10461,-73.84739526,"40.84076909","Family Homeless Facility - DHS Contracted"
"3319","GLORIAS HOUSE","BRONX COMMUNITY DISTRICT 6","4301 Park Ave","BX",10457,-73.8984988,"40.85001192","Family Homeless Facility - DHS Contracted"
"3320","FULTON FAMILY RESIDENCE","BRONX COMMUNITY DISTRICT 3","1625 Fulton Ave","BX",10457,-73.89921567,"40.83969519","Family Homeless Facility - DHS Contracted"
"3321","BRIDGE HAVEN","BRONX COMMUNITY DISTRICT 4","165 W 169 St","BX",10452,-73.92576349,"40.84042621","Family Homeless Facility - DHS Contracted"
"3322","POWERS","BRONX COMMUNITY DISTRICT 1","346 Powers Ave","BX",10454,-73.91176265,"40.80768834","Family Homeless Facility - DHS Contracted"
"3323","KETTY'S PLACE","BRONX COMMUNITY DISTRICT 1","711 E 140 St","BX",10454,-73.91223737,"40.8065469","Family Homeless Facility - DHS Contracted"
"3324","KETTY'S PLACE II","BRONX COMMUNITY DISTRICT 1","691 E 140 St","BX",10454,-73.91254425,"40.8066679","Family Homeless Facility - DHS Contracted"
"3325","HELP - BRONX CROTONA II","BRONX COMMUNITY DISTRICT 6","745 E 178 St","BX",10457,-73.88869258,"40.84559762","Family Homeless Facility - DHS Contracted"
"3326","WALES FAMILY RESIDENCE","BRONX COMMUNITY DISTRICT 1","585 Wales Ave","BX",10455,-73.90729689,"40.81357501","Family Homeless Facility - DHS Contracted"
"3327","HB-CLAREMONT","BRONX COMMUNITY DISTRICT 4","1237-1243 Webster Ave","BX",10456,-73.90965494,"40.8329244","Family Homeless Facility - DHS Contracted"
"3328","2399 GRAND CONCOURSE","BRONX COMMUNITY DISTRICT 5","2399 Grand Concourse","BX",10468,-73.89887373,"40.8601704","Family Homeless Facility - DHS Contracted"
"3329","720-722 EAST 151ST STREET","BRONX COMMUNITY DISTRICT 1","720-722 E 151 St","BX",10455,-73.9080682,"40.81486839","Family Homeless Facility - DHS Contracted"
"3330","HB-CLAREMONT ANNEX","BRONX COMMUNITY DISTRICT 3","1238 Vyse Ave","BX",10459,-73.88964399,"40.82984663","Family Homeless Facility - DHS Contracted"
"3331","CARMEN'S RESIDENCE","BRONX COMMUNITY DISTRICT 5","1650 Undercliff Ave","BX",10453,-73.92115537,"40.8497332","Family Homeless Facility - DHS Contracted"
"3332","ANDREW'S COURT","BRONX COMMUNITY DISTRICT 5","45 W 177 St","BX",10453,-73.91184653,"40.85072554","Family Homeless Facility - DHS Contracted"
"3333","CRYSTAL'S PLACE","BRONX COMMUNITY DISTRICT 10","555 Hutchinson River Pkwy","BX",10465,-73.83727878,"40.81739222","Family Homeless Facility - DHS Contracted"
"3334","JOSHUA FAMILY RESIDENCE","BRONX COMMUNITY DISTRICT 2","941 Intervale Ave","BX",10459,-73.8972166,"40.82130932","Family Homeless Facility ?? Non-Contracted"
"3335","DEAN STREET","BROOKLYN COMMUNITY DISTRICT 16","2155 Dean St","BK",11233,-73.91607291,"40.6752765","Family Homeless Facility - DHS Contracted"
"3336","HELP 1","BROOKLYN COMMUNITY DISTRICT 5","515 Blake Ave","BK",11207,-73.90014937,"40.66787759","Family Homeless Facility - DHS Contracted"
"3337","KIANGA HOUSE","BROOKLYN COMMUNITY DISTRICT 8","1504 Bedford Ave","BK",11216,-73.95498889,"40.67178225","Family Homeless Facility - DHS Contracted"
"3338","URBAN STR(MATERNITY)","BROOKLYN COMMUNITY DISTRICT 16","808 Saratoga Ave","BK",11212,-73.91561891,"40.66083315","Family Homeless Facility - DHS Contracted"
"3339","FLATLANDS FAM RESID","BROOKLYN COMMUNITY DISTRICT 18","10875 Ave D","BK",11236,-73.89912847,"40.65646664","Family Homeless Facility - DHS Directly Operated"
"3340","ST JOHNS FAM RESID","BROOKLYN COMMUNITY DISTRICT 8","1630 St Johns Pl","BK",11233,-73.92369307,"40.66989381","Family Homeless Facility - DHS Contracted"
"3341","ARBOR INN","BROOKLYN COMMUNITY DISTRICT 2","105 Carlton Ave","BK",11205,-73.97281315,"40.69461337","Family Homeless Facility - DHS Contracted"
"3342","MCDONOUGH FAM RESID","BROOKLYN COMMUNITY DISTRICT 16","771 Mcdonough St","BK",11233,-73.9155926,"40.68447664","Family Homeless Facility - DHS Contracted"
"3343","URB TR-FANNIE BARNES","BROOKLYN COMMUNITY DISTRICT 16","829 Saratoga Ave","BK",11212,-73.91483742,"40.66032204","Family Homeless Facility - DHS Contracted"
"3344","STOCKHOLM FAM CENTER","BROOKLYN COMMUNITY DISTRICT 4","99 Stockholm St","BK",11221,-73.92499569,"40.69761413","Family Homeless Facility - DHS Contracted"
"3345","MONICA HOUSE II","BROOKLYN COMMUNITY DISTRICT 9","534 Eastern Pkwy","BK",11225,-73.95074771,"40.66931845","Family Homeless Facility - DHS Contracted"
"3346","JUNIUS STREET FAMILY RESIDENCE","BROOKLYN COMMUNITY DISTRICT 16","1738 E New York Ave","BK",11212,-73.90403953,"40.67492949","Family Homeless Facility - DHS Contracted"
